name,gender
"SITI BARIROH SE","female"
"PUTRI ARNIAWATI","female"
"EKA ASTRIDA","female"
"ARACHMAN","male"
"MARTONO","male"
"LENING SIHOMBING","male"
"MELFA MARIANI TAMBUNAN","female"
"NABILA SYAVIRA","female"
"SITI ZAHROH","female"
"ARIAH","female"
"RIZKY MARLINA","female"
"ILHAM FAHRULIANSYAH","male"
"SANDY MULYADI","male"
"RISMALA SITANGGANG","female"
"IDA WAHYUNINGSIH","female"
"AYATI","female"
"MARJANEDI","male"
"ROSDIANA","female"
"RINA PRAHASTIWI","female"
"ICI RUHIANA","male"
"NURHALIH","male"
"SUSI TRIYUSTINA","female"
"ETI HERYANTI","female"
"AHMAD ZAELANI","male"
"HAMIDAH","female"
"EKKY FAUZIAH","female"
"RIZKI MAULANA IBRAHIM","male"
"SUGIHARTO","male"
"SARMIJAN","male"
"WAHNGADI","male"
"MUSLIM","male"
"WANDI HERMAWAN","male"
"REVY FINANTRIA","female"
"ROCHMAYATI","female"
"SARTONO","male"
"MASTUROH","female"
"CHRISSTINA SUHARTINI","female"
"HENDRA NORMAN","male"
"WIARTA","male"
"PUDJIATI BT.KARTOSEMITO","female"
"EKO AFRIYADI","male"
"DICKY NUGROHO","male"
"ABDULLAH SARAGI","male"
"DIAN FITRI","female"
"SITI UMROH","female"
"IRFAN PARSAORAN SIAHAAN","male"
"SUKASMAN","male"
"BUDI MULANTO","male"
"AISAH BINTI SENTENG","female"
"IKHWAN","male"
"LUSIH ANITA","female"
"SYOFYAN OKTAFIADI SATRIA","male"
"DEDI","male"
"WIWI YULIANTI","female"
"IR.CARLVO MALAPUTRA WAHONO","male"
"DINI ASTRIANI SATYA P","female"
"KOMALASARI","female"
"WASITI","female"
"NURUL HASANAH","female"
"IR.SOEWITO B PANGARSO","male"
"ALFRIDO RUDIANSYAH","male"
"SAADAH","female"
"F DENDRON SEKUNDARTO","male"
"SUMARNA","male"
"EDO AGUSTINO","male"
"SUSI KURNIAWATI","female"
"SUKIRNO","male"
"NURLELA","female"
"NURMALA","female"
"MEIRANY AULIA","female"
"ARIF WAHYUDI","male"
"GEARY FAISAL ABIMANYU","male"
"SITI ROHMAH","female"
"SANITI","female"
"ARI WIDIARTO","male"
"MARIA ANGELICA SINAGA","female"
"NINA ROSITA","female"
"S.SUKARTINI","female"
"SUPENI","male"
"ASLAMIYAH","female"
"RD MAS EDHIE MUNANTIYO","male"
"MERIOLA SUTIANTI","female"
"",""
"SOEWASKITO","male"
"WINDA RUSLANTI","female"
"AHMAD MUZAIRI","male"
"RUBIATI","female"
"NURHAYATI","female"
"USEP SUHERMAN","male"
"SYAMSUL RIZAL","male"
"WASPIYATNO","male"
"IQBAL MAULANA YUSUP","male"
"LAMMARASI SIHALOHO, SH","male"
"JAHROH","female"
"EDI TARDENIS","male"
"NUR WARSUDDIN","male"
"BIMA KUSUMAPUTRA","male"
"MARLINI","female"
"YULI MERTI","female"
"RIANA BUDIARTI","female"
"HENRYS ARIENS AJIE SATRIO","male"
"FARIDA KARAENG","female"
"MARIO","male"
"MARITA","female"
"UNDANG SUPRIATNA","male"
"HJ. ARPAH BINTI H ANIN","female"
"PAUL GUSTAF YANSEN. M","male"
"YENNY MARITO RITONGA","female"
"NADIA PUTRI","female"
"HADIJAH","female"
"EDDI KASIM","male"
"ZAHARA LIBRAYANTI","female"
"OVINA MIERZAYANA","female"
"SARTIKA NURAINI","female"
"HADIONO","male"
"HJ. SAFRINA HANUM","female"
"H.SAONIH","female"
"MURDANI","male"
"YESSY NATUNA","male"
"TERAPIN BUTAR BUTAR","male"
"NOPITA SARI","female"
"SAIMAN SENALI","male"
"SITI NURUL HIKMAH","female"
"RETNO PURWANTO","male"
"CASMARI","male"
"RATNA WILIS","female"
"MEYSA OKTAVIANI","female"
"HERMAN VIANSYAH","male"
"AHMAD ZAINI","male"
"YULIUS INDRA","male"
"SUMARTI","female"
"ENDI YUSRI","male"
"MARAGHI AGIL PRABOWO","male"
"ANIH","female"
"MUJIARTO","male"
"I R W A N","male"
"ANGGARAENI","female"
"MARYA VERA SUNAINI","female"
"KOMARUDIN M BSC","male"
"MARTINUS HEMAN","male"
"TRI SUSANTI","female"
"SAMINI","female"
"ENNY PRIHAYANI","female"
"RATNA NINGSIH","female"
"ALDINI","female"
"TITI SUSANTI","female"
"R. BAMBANG SUMARSONO","male"
"FITRI TRIASTUTI","female"
"FEBRIZAYANTI","female"
"DZULFAGAR AHMAD","male"
"AHMAD SOBARI","male"
"INTAN FEBRIANI","female"
"JOEL CHRISTOPER JUNIUS","male"
"ALFI ROHMATIN","female"
"ABDULLAH ULLWAN","male"
"SUBAKTIO","male"
"SITI MUSYAROFAH","female"
"EKO SUDIYANTO","male"
"MOHAMMAD REZA SYARIF.C","male"
"LAMIYAH","female"
"YULIA GUSTI","female"
"SRI UNTARI","female"
"DEASY ARIZONA","female"
"AGUS TRIONO","male"
"MULARIA SIHOMBING","female"
"NATALIA ANGGELINA SINAGA","female"
"UCA PADLURRAHMAN","male"
"MARDIANSYAH","male"
"MURYATI","female"
"SANDY SANTOSA","male"
"NELWATI","female"
"NOVA ANDRIANI","female"
"SUPARDI","male"
"CHATRINE YANIARTI","female"
"SURYANAH","female"
"IR. HENDARTY HANA GULTOM","female"
"LINA MAWARNI","female"
"BUDI ALAM KUSUMA","male"
"EDWIN MARDIANSYAH","male"
"SUWARNO","male"
"WATRI YUNI","female"
"SRI MULYATI","female"
"IR. WIDYATMOKO ARI NUGROHO","male"
"ROBBY WAHYUDIN","male"
"EMILIA SUSANTI","female"
"IR.YUSHENDRI","male"
"HAIRUL ANWAR","male"
"UKI","male"
"HENDRA MAULANA","male"
"ENTIN KARTINI","female"
"SUPARMI","female"
"ERMA","female"
"",""
"MUHAMAD ARIF RAMDHANI","male"
"ASEP SOLIHADIN","male"
"NENI MARLINA","female"
"YULIANA SUKARTI","female"
"NURYANI","female"
"KIFFANA SAFITRI","female"
"YULIUS","male"
"SRI SOFIANTI","female"
"LATINAH","female"
"NOVIANI","female"
"SYAHRUDIN","male"
"EKO BUDI SANTOSO","male"
"SUNARNINGSIH","female"
"AHMAD FAUZI","male"
"IKHSAN KURNIAWAN","male"
"VIKA NURUL MUFIDAH","female"
"MALA YUNITA","female"
"SITI HODIJAH","female"
"SITI MUHIBAH","female"
"SUMINAH","female"
"MEIKEL MUHAMMAD ULIM","male"
"MAS SUS SUBEKTI","male"
"RIDWAN JUNAEDI","male"
"ASEP OHA","male"
"ARFANGGA SIMORA","female"
"RUMONDANG MANURUNG","female"
"TIORIS SIRAIT","female"
"LUIS INDRA SARI","female"
"REFVI ALDI","male"
"POLAN,SH.","female"
"RAHMAD","male"
"SYLVIANA MULYANA","female"
"ADNAN PERDANA KESUMA","male"
"",""
"SUWARTI","female"
"DESRI VENI","female"
"SUDARJO","male"
"SRI EKO WATI","female"
"NGADIMIN","male"
"SURIPNO","male"
"ARYOLANDA SIMORA","female"
"SITI DJULAEHA","female"
"",""
"YETI DELFITA","female"
"MUCHLIS","male"
"EVITA SARI","female"
"MINCE AFRINA","female"
"SUPRIYANTORO","male"
"RUSDIYAN","male"
"SUPRIADI","male"
"ANSOR","male"
"ADITYA GILANG RAMADHAN","male"
"ENI WIDARTI","female"
"PURIDA SINAGA","female"
"AGUS RIYANTO","male"
"ALIMUDDIN JABAR","male"
"DWIKO RASWANTA","male"
"SELVIANA","female"
"YUYU PRAYOGO","male"
"SEFTI DENIA PUTRI","female"
"WARSINI","female"
"LIZA DANIATI","female"
"MUHAYA","female"
"LITAKUNA KARIMA","female"
"DJUMADI","male"
"BAYU WICAKSONO NUGROHO .S","male"
"MANGATAS SIAHAAN","male"
"SUMARNI","female"
"IDA NOVITA","female"
"SUHERMAN SAF","male"
"AGUS CANIAGO","male"
"SUTOPO","male"
"DJURIAH","female"
"ERPEN ENDRA","male"
"WINDALASARI","female"
"OSSA RUSIAH S","female"
"ADI KURNIAWAN","male"
"T O N I","male"
"ENDRIYANTO DWI LAKSONO","male"
"AKIRMAN","male"
"EKSA MARDIANTY","female"
"TARUNO","male"
"WARTINI","female"
"SUDIRMAN","male"
"YULIA SUSANTI","female"
"MONA MELISA","female"
"AEP JAMAKSARI","male"
"BUYUNG AFRIZAL","male"
"MARTALINA","female"
"ARRY CITRA","female"
"ASTAGAMA","male"
"FARIS NUR RAMADHAN, S.PD.I.","male"
"JEFRI HUTABARAT","male"
"ELY FEBRIANTI A","female"
"ABDUL HAKIM LUBIS","male"
"",""
"IRFAN LIBRA","male"
"RANI NURMALA","female"
"SUHERMANTO","male"
"SRI MULYANI","female"
"RANI SIBURIAN","female"
"IQBAL TAWAKKAL PASARIBU","male"
"YETNI ADILLA","female"
"ADANG RAHMAN","male"
"SISMA EMAWATY.E","female"
"DAY SUKENDAR","male"
"SUTRISNO","male"
"SUPARMI","female"
"SETIABUDI","male"
"SAIDAH","female"
"SUKARMAN","male"
"HERIYANTO KURNIAWAN","male"
"SARJONO","male"
"WICAKSONO GATOT SUHARTO","male"
"ADITYA FEBRIANTO","male"
"SRI SUKOHATI","female"
"TARSINAH","female"
"SRI WATI HATIBIE","female"
"ADE SETIAWAN","male"
"MUHAMMAD ZULFIKAR","male"
"MUHAMAD TABRONI","male"
"ROEMINI","female"
"SRI WAHYUNI","female"
"ARI WIBOWO","male"
"KUSBANDI","male"
"IBNU HARRIS","male"
"SALIMAN","male"
"SUKARMIATI","female"
"MM. PURWANTI. B","female"
"MERILLAH BT MINJAN","female"
"PITUA SIAHAAN","male"
"NOVI YUNITA","female"
"MUHAMMAD LINTAR PRATAMA","male"
"INDRADI PRASODJO SH","male"
"SUSILO KRIDOWATI","female"
"HALIMI","male"
"G I N A","female"
"H.OMON BIN UDI","male"
"",""
"IWAN SAEPULOH","male"
"SUSI SOFIATY","female"
"RICI RIANSYAH","male"
"ENDANG PUJI LESTARI","female"
"ERITA BR MANURUNG","female"
"CECILIA LINDASARI SELVIA","female"
"YUSMAINI","female"
"ENDANG SUDIYARTATI","female"
"S U P A R D I","male"
"ACHMAD SOFIYAN","male"
"SAWIDI AMSAR","male"
"ESRELITA HUTAGALUNG","female"
"KARMI","female"
"YUSUF ADITIYA UTAMA","male"
"RAHUNI","female"
"SUGIARTI","female"
"SUSI","female"
"DIDIT HARYADI","male"
"EKO PARYANTO","male"
"RENDY SATRIA NUGRAHA","male"
"LINAWATI","female"
"GELDY VALENTINE","male"
"EDY MAULANA","male"
"NGADIRAN","male"
"BUNYAMIN","male"
"WORO SUBIANTI","female"
"EKO NURDIANTO","male"
"CHINTIA ASMILIA SARI, S.HUM.","female"
"SANGGAM PANDIANGAN","male"
"NURYANTO","male"
"ARISWAN","male"
"IWAN RIDWAN","male"
"LEGIYEM","female"
"RAHMAWATI BECAYA","female"
"IRMAWATI MUNAF.BA","female"
"",""
"SRI YANI","female"
"MOCHAMMAD DJAYA","male"
"SAHI","male"
"OKTA FAISAL","male"
"SANDRI OEN","male"
"VIDIANINGTYAS","female"
"YULIATI","female"
"R I K I","male"
"LIA SUSANTI","female"
"ALYA GHASIFA WIBOWO","female"
"KARI MHD NAPOSO HARAHAP","male"
"AGUS ROMI","male"
"YENI FRANCISKA","female"
"M.EFFENDI","male"
"YANTI KURNIA","female"
"CHRISTIANUS R SANJAYAJATI","male"
"ROSTINAH","female"
"FAJAR FATHURAHMAT","male"
"RATU IDA KUSNINDAR","female"
"HENDRA","male"
"DHYAHRISMA ANLULUSI","female"
"EDI RIZALDRI","male"
"YUDI ARRIZAL","male"
"FITRI LENITA","female"
"DIAN NURDIANAH","female"
"HARISTIN ANGGRIANI, SH","female"
"SYAIFUL ABIDIN","male"
"PARIYEM","female"
"ADAM SEMIT","male"
"SUPRIYADI","male"
"ALFI SAHAR","male"
"RONI TULUS PRIYANTO","male"
"CHOIRUN NIDA","male"
"GUNARDI","male"
"ZUWANDI","male"
"EGGA OKTAVIANI","female"
"USNIMAR","female"
"ASTRID LINCYANA M.","female"
"SUHARTATI","female"
"SATRIA NOVITASARI","female"
"ARIANY KUSUMASTUTI","female"
"AAN NURAENI","female"
"MASIH","female"
"RUKITAM","male"
"TIHAMAR","female"
"FITRI SELVIA BR SITEPU","female"
"FERIYANTI TASLIM","female"
"SRI LESTARI WIJAYANTI","female"
"YANAH","female"
"WURI CONDRO GUPITO.P","female"
"EKO RINARNO","male"
"WAHYU TRI SETYOBUDI","male"
"ELIZABETH KARINA LEONITA P, SH,","female"
"NURYANI","female"
"MAIDAH","female"
"MUHAMAD HUSNI","male"
"SUGIYATI","female"
"DEDI","male"
"BURHANUDIN","male"
"ROISAH","female"
"TISNA","male"
"ROSLIANA","female"
"DINI MEGAWATI","female"
"HANIFAH ALDILA FEBRYCIA","female"
"HENDRI","male"
"AGUS PURWANTORO","male"
"SUCI RATNASARI","female"
"ROIS FATHONI, AMD","male"
"ROSANAH","female"
"MARNIH","female"
"USIN","male"
"NENI YUNINGSIH","female"
"EUIS SUHARTI","female"
"H. ASMAT","male"
"ASMANU HERMAN SUWANDHI","male"
"SUPARYO","male"
"ADWIN","male"
"BOY AMERON MARULITUA","male"
"HOTANA MAWATI HUTAGAOL","female"
"M. NAWAI DASIR","male"
"IWAN SETIAWAN, SH.","male"
"ELLENA NURFAZRIA HANDAYANI","female"
"J.MARTALIUS","male"
"ASMIATI","female"
"SUKAESIH","female"
"RIKO MAIDONI","male"
"ACHMAD FAUZI","male"
"AISAH","female"
"ERWAN DWI WINANTO","male"
"HERI AGUS IRAWAN","male"
"MELDI SULFARIKO","male"
"R A S I T I","female"
"FRESTYA PRESIOSA","female"
"P HAMZAH","male"
"HJ. GUSLIANA","female"
"HEDDY DIAN NEGARA","male"
"DJAIT PANJAITAN","male"
"CITRA ANGGRAINY","female"
"AHMAD YUSUF SIREGAR","male"
"NUR WINAH","female"
"RUSLI IRAWAN","male"
"MUNTAMAH","female"
"ACHMAD FAUZI","male"
"MAHFUD JAMALUDIN","male"
"",""
"SYAMSIYAH LILAH FASA","female"
"DIO SAFTRIAWAN","male"
"SAFITRI","female"
"GARNIS SETYA MUKTI","female"
"LAIMAH","female"
"FERDY HANDRYANTO","male"
"TASORI RAMASANI","male"
"DICKY AGUSTIAN","male"
"NOVITA SARI","female"
"AGUSTIAWAN","male"
"DARWIN","male"
"DJUNAYAH","female"
"TRI YULIYANI","female"
"SAHRI","male"
"EDIMAN PARULIAN SIMBOLON","male"
"IDA YANTI","female"
"RATINAH","female"
"DAWIYAH","female"
"ARI EKA JAYA GINTING","male"
"CAHYO DRIHARSANTO","male"
"WINDA YUANITA","female"
"SRIWAHYUNI","female"
"SITTI ARMAINIH","female"
"LISSRIATI","female"
"MULYANI SALEH","female"
"MUHAMAD DJUHRI UMARELA","male"
"UMI KALSUM","female"
"TRIANA","female"
"DEWI INDRI ANI","female"
"DIAN IRMA YANI","female"
"TASIMAN","male"
"NANANG SUPRIYADI","male"
"ARDIANSYAH SYAFRUDIN NOER","male"
"IMAM SANJAYA","male"
"YAYAT HIDAYAT","male"
"SUWARDI","male"
"PADANG PANDANARAN","male"
"RANGGA BETARABAYU","male"
"ANIZAR","female"
"PUTRI RIZKIANI KEMALA","female"
"LINCE ROSITA HUTAHAEAN","female"
"ERMIWATI","female"
"NUR ASIAH","female"
"SULTAN KURNIAWAN","male"
"LELI YULIANA","female"
"RINA LISMAWATI","female"
"NURUL FADILLAH","female"
"INDRI SUMIYATI","female"
"MERI ANDANI","female"
"MARYUSAR","male"
"SINTA PUSPITA","female"
"RACHMI","female"
"RUBIAH","female"
"SANDY JAYA","male"
"MURTINAH","female"
"WASRIL","male"
"HENGKI PUTRA","male"
"SILVIATI","female"
"HJ. MAIMUNAH ISMIYATUN","female"
"HILDA YANIKA","female"
"SUMINI","female"
"YULIYANA","female"
"YULI MURTIAH","female"
"YOHANES EKA PRAYUDA","male"
"WIWI RUSMIASIH","female"
"RUDI CHILDI","male"
"MAS'AH BT MAT BASERI","female"
"DONA ADLINA","female"
"GUSMAYENI","female"
"RACHMAH HARTANTI","female"
"",""
"SUBIYATI","female"
"PADLI","male"
"YATI HERAWATI YANO","female"
"MULYADI","male"
"SITI HASANAH","female"
"NURMA FITRIANTI","female"
"HERLIANTA BR GINTING","female"
"ANTHONINO MARANDRIKA PURNA","male"
"MULYONO","male"
"DEWI ANDRIYANI","female"
"RAHMA YULIA","female"
"KHAIRUL ANWAR","male"
"YULITA MURNI","female"
"INA KARTINA","female"
"EMMY L.AKERIMA","female"
"SUMARMI","female"
"",""
"TAUFIK HIDAYAT","male"
"SOFYAN TAURID DJALAL","male"
"NY.OLIYAH","female"
"APRIANI","female"
"SUKARDI","male"
"HASANAH","female"
"",""
"TITINUN KITBAMRUNG","female"
"HJ. DJANIL","female"
"RUDI HARTONO","male"
"ERNAWATI","female"
"ANITAWATI BR GINTING","female"
"NAZARRUDDIN","male"
"SITI HAWA","female"
"SITI MULYANI","female"
"HENDRI SYAHPUTRA","male"
"MUJAHIDIN","male"
"RODHIYAH","female"
"SAIMAN","male"
"FELIA NUR AMELIA","female"
"KUDUS","male"
"NURFADILA","female"
"MAT SHOLEH","male"
"H. NAISIN","male"
"DWI ESNAINI SE","female"
"NURDIANSYAH FAHRI","male"
"MARLINDA","female"
"SUKOWATI","female"
"NELLY HUSNA","female"
"SONIA SETIANINGSIH","female"
"PUTRI LESTARI","female"
"MUMUN","female"
"ASTUTI RAHAYU","female"
"AHMAD RAUDA TANJUNG","male"
"ABDUL ROHMAN","male"
"H. ZUBAIRI","male"
"NGARSIH","female"
"REGUEL SIAHAAN","male"
"ABDULLOH","male"
"RISMAWATI","female"
"NOVI RIYANI","female"
"WACHYUDI RAMADHAN","male"
"IMAN JAYA","male"
"KOKOM","female"
"PRAPTI HENDRI","female"
"ERNA PURWANINGSIH","female"
"ADE RISMAN","male"
"SUTRISNO WARDOYO","male"
"MAR'ALI","male"
"TRISNAWATI PURBA","female"
"NOFRI KUSWOYO","male"
"UMI FATIMAH","female"
"OVI YANTI","female"
"DWI MARYANI","female"
"DELTA","female"
"IIS SANTI","female"
"",""
"SUGIHARTO","male"
"MENDRA","male"
"DEWI SARTIKA","female"
"TRIANA WARDININGSIH","female"
"HIRTONI","male"
"RINA NURIANI BARIMBING","female"
"SARI YULIANTI","female"
"HARY SANTOSO","male"
"ENNI KUSRINI","female"
"SITI NURUL FITRI YATI","female"
"EDO MAHEZTRA","male"
"RAHMA SARI","female"
"SUDARNO","male"
"ANGGITA MAYANGSARI","female"
"PARNINGUTAN HUTASOIT","male"
"MIMIN MINTARSIH","female"
"RIZAL SURACHMAN","male"
"ZAENAL ARIPIN","male"
"JOJI BOSKI","male"
"MUSRIFAH","female"
"ASHMAD ZAINUDIN","male"
"SUDARTI","female"
"MUCHAMAD IRFANDI MUTAQIN","male"
"RITA UTARI","female"
"",""
"LILIS SUMARNI","female"
"SITI HAWA","female"
"KASMINI","female"
"MURNIYATI","female"
"MUHAMAD TAUFAN KURNIAWAN","male"
"A AGUNG WIJAYA","male"
"SALBIYAH","female"
"BASRI","male"
"LIA JUMALIA","female"
"HENDRA FERNANDA PINEM","male"
"HERI SUKAMTO","male"
"TRIYONO","male"
"ZUYANA","female"
"KUNASIH","female"
"SUHERMINI","female"
"MUHAMAD YANI","male"
"DAMAN MS","male"
"SAMSUL HADI","male"
"YUNIUS ANDRIANTO SE","male"
"NIA MEGAWATI","female"
"ASHARI WIDODO","male"
"ELI AMALIAH","female"
"EFFENDI","male"
"E SAIDAH","female"
"KISWANTI","female"
"WIRANI PUJIASTUTI","female"
"DIMMY KUSUMA AGATSHA","male"
"SUHERI","male"
"SYAINAH","female"
"MOH SARU'I","male"
"DHYAN PANCARINI","female"
"DESTIYANA IDSAH","female"
"HJ UMROH","female"
"NURIMAN","male"
"NAUFAL BAIHAQI","male"
"BAKTI SAMPURNA","male"
"HERI SULAIMAN ZUHRI","male"
"HENDRI ALFIAN","male"
"YUSUP","male"
"KHOIRUL MU'MININ","male"
"SAIDAH","female"
"NUR FITRI YANTI","female"
"LIA YULIANA","female"
"BENI ALFIANTO","male"
"TATIEK HUDIARTI","female"
"LINA HERLINA","female"
"DALJIT KAUR","female"
"RENDI PATRIA","male"
"OHIM HASAN","male"
"SITI HELMI","female"
"MOHAMMAD IQBAL","male"
"SUGIARTI","female"
"SITI SUNDARI","female"
"ANDRI FEBIANTO","male"
"GIYONO","male"
"SRI HENIWATI","female"
"ARIF RAHMAN HAKIM","male"
"SURYANTA P.BANGUN","male"
"A M R I","male"
"HASAN BASRI","male"
"MUDJIRAH","female"
"",""
"DASRIL","male"
"HASANAH","female"
"ELIZABETH E TAMBUNAN","female"
"MARNI BINTI ABDILLAH","female"
"SUDARMIATI","female"
"RIEKY","male"
"BOGI SATYA AGUNG","male"
"LENY MARLIANA","female"
"TRI WIDAYATI KD","female"
"ELFIANTI","female"
"SUPARTININGSIH","female"
"HASAN","male"
"MUHAMMAD ALI SAHBANA","male"
"NIKODEMUS SINURAYA","male"
"NURHASANAH","female"
"IQSAN SUBAGIO","male"
"MAT YASIN","male"
"NIMAH","female"
"MUNATIH","female"
"ANNISA SITI KARIMAH","female"
"SUZY SUZANTY HUTASOIT","female"
"DANIEL TAMPUBOLON","male"
"HERI PRATIKNYO","male"
"LAELATUL BADRYAH","female"
"EFENDI","male"
"MIMI YUHAENI","female"
"SASMARDI","male"
"SYAEFUDIN","male"
"SRI MULYANI","female"
"CLAUDIA GIOVANNI","female"
"SYAIPUL ANWAR","male"
"MARDIYAN","male"
"RISNAWATY SILALAHI","female"
"DORA EVELYN","female"
"MOCHAMAD SYACHRI ADIFRANA","male"
"HAYATI","female"
"JULI HARTONO","male"
"MB ANGGRAINY ADJI","female"
"SUNARMO","male"
"NINING LISTIANI","female"
"SYAEFUDIN","male"
"FEBRI TRIA NITA","female"
"",""
"INDAH SAWITRI","female"
"A D J A","male"
"SUDIARTO","male"
"ANDRE KURNIAWAN","male"
"ELSY PURWANTI","female"
"DAME HASIBUAN","male"
"RETNO HENDRATUN","female"
"NADYA RAHMAT PUTRI","female"
"GATOT SUMARSONO","male"
"ADE PRIYONO","male"
"DASIRAN SUYONO R","male"
"LINDA GUSTINA","female"
"HILAL","male"
"RAHMAT MUHARAM","male"
"TRI PARSINI OUJI RAHAYU","female"
"ABDUL ROSID","male"
"MAMI ASTUTI","female"
"MITA ANISYAH RACHMI","female"
"SUTIEM","female"
"INTAN PERMATASARI","female"
"ELLYA GUSNITA PRATAMI","female"
"DILA AULIA FEBRIANA","female"
"TIRAMSA PASARIBU","female"
"RISKY ANUGRAH","male"
"DIMAS WIBOWO","male"
"SHARFINA LISTYAWATI","female"
"SUBARDINI RAHAYU","female"
"WARSIDAH","male"
"ZAENAL ARIFIN,ST.MM","male"
"SUYATMAN","male"
"KHURI AYU NOOR","female"
"AMI SULISTIYOWATI","female"
"FEBRIYANI PAMIKATSIH","female"
"MUHSIDIN ASHAR","male"
"J I D I","male"
"AULIA SAFITRI","female"
"YUDIA KRISHADY","male"
"FAISE SAKIYAH","female"
"",""
"SUPARMAN","male"
"TATI HARTATI","female"
"FITROTUL AMINAH","female"
"HASAN BASRI","male"
"NADYA APRILIYANTI","female"
"NUR HAYATI","female"
"SARPINAH","female"
"SAIPUL BAHRI","male"
"BENI MUJIANTO","male"
"YAYA SUNARYA","male"
"H. MUSTAKIM","male"
"NUR'AINI","female"
"ERIZON","male"
"MAYA RATNASARI","female"
"SAMSUL ARDI","male"
"SUMIATI","female"
"WOWON SUHERLAN","male"
"AMSJAH","female"
"SITI MARWIYAH","female"
"ENDIN","male"
"MAULANA SUTRISNO","male"
"TARTIP","male"
"LISNAWATI","male"
"HJ.ANDODA NUZHATI","female"
"YUSNIDAR","female"
"YANE ELISABETH ROHI LOBO","female"
"DRS.MOCH.SIRAD","male"
"MOHAMAD SYARIF","male"
"DONI HARJUNA","male"
"FATAHILLAH SATYA PUTRA","male"
"KARTINI APRIANTI RIZKY MADJID","female"
"DENI MARDIANTORO","male"
"MUHAMMAD ASNAN","male"
"SURIAH","female"
"S NURJANTORO","male"
"UMIAH","female"
"INDRA","male"
"INDAH PERMATASARI","female"
"MUGNI RIZKI","male"
"INDRA RUKMANA","male"
"MOHAMAD ALPIAN","male"
"SOEKARSIH","female"
"ERMAWATI","female"
"PHANG WIE SANG","male"
"SAIDAH","female"
"YAYUK MIARSIH","female"
"ALDA IVANKA","female"
"WENDHY NESA WIDYA SASANA","male"
"NANI SUPRIYANI","female"
"BELONO","female"
"RAHMAT HIDAYAT","male"
"SUSI IRMALINDA,SE","female"
"HOLIFAH DWI ARYANTI","female"
"DEWI SETIANINGSIH","female"
"MANAH FITRIA INDAH","female"
"GIF SONI ASWAN","male"
"M MUKROJI","male"
"ARWAN","male"
"SUWANDI","male"
"LILI SUDIYATI","female"
"HARYANTI","female"
"DIAN FRANSISCA RUSPANAH","female"
"LU'LU AL JANAH","female"
"RAMLI","male"
"ASEP M SOBRI","male"
"LILIANI ULIARTA SIDABUTAR","female"
"SUSILOWATI","female"
"MURTINAH","female"
"ETININGSIH","female"
"WINDIA RIYANTI","female"
"PIRMAN","male"
"REFKY AULIA","male"
"JONI PUTRA AMAT. N","male"
"ESHIS MAYLIANA","female"
"SUKIWAN","male"
"MASWANIH BT TONGCIT","female"
"MOH. MARTIN","male"
"HUSIN BIN DUL","male"
"HANDA","male"
"SRI MURYANTO","male"
"RUSMAN","male"
"MENDAH WATI","female"
"PURNIATI","female"
"ZUARIJAH","female"
"NURUL OKTAVIANI","female"
"DINA HARTATI","female"
"TRI RAHAYU UTAMI","female"
"DWI ISNAINI, SE","female"
"YULIA SARI","female"
"ZUDI PRASETYO","male"
"LINDA EKA SULISTIA","female"
"HOTIMAH","female"
"ANDINA SEPTIANI","female"
"DIROH","female"
"ELI AMALIAH","female"
"OKY RAHMAN SAPUTRA","male"
"SRI MULYANI","female"
"ANGGA ASMARA","male"
"NELVI AGUSTINA","female"
"ELPICA EKA PUTRI","female"
"HUSWANTO","male"
"MARALI","male"
"MEILIA CIPTA SARI","female"
"VERI IBRAHIM","male"
"NUR ANAS","male"
"SITI SYARAH SIMANJUNTAK","female"
"PALISTIAWATI","female"
"ROSATI JANAH","female"
"AKLIMAH","female"
"ALATAN MANURUNG","male"
"LENI MARLINA","female"
"WASIH","female"
"SATRIA DERMAWAN","male"
"JAHRA","female"
"APIAH","female"
"SA'DIYAH","female"
"R I O","male"
"SYAFARIDA P","female"
"FAUZI","male"
"SUDARMI","female"
"RISMAN HALAWA","female"
"SARINAH","female"
"SRI HARYANIH","female"
"FITRIAWATI","female"
"NURFITRIYANI","female"
"MIATI","female"
"DODI PERMANA","male"
"RINCO MANURUNG","female"
"MOHAMMAD SOLEH","male"
"IRMAINI SUCI","female"
"DRG. OYANG EKAJAYA TJANDRA","male"
"SITI ROHMAH","female"
"HANGGA CITRA PERDANA","male"
"FREDIKUS EDISON SIMANJUNTAK","male"
"WINARTI","female"
"IMAS MAULIAH","female"
"HARIS AQTHORUDDIN","male"
"FITRIA WULANDARI","female"
"DANI ANSYORI","male"
"ENNY YULIA","female"
"H.NURALI","male"
"MARYATI","female"
"YANUARISMA","female"
"SUTIMAN","male"
"SANIN","male"
"RAHMA DHONI","male"
"FX. SOEMOROTO KOESOEMOROTO","male"
"WILLIAM LEIMENA","male"
"PRIHANTINI","female"
"DRS.MAIZAL","male"
"KRISTINA SABATINI YULIANTI","female"
"MUKHLIS","male"
"ANGGRAENY NOVITASARI","female"
"SULASTRI","female"
"MUHAMMAD SANUSI","male"
"IRWAN SAHRUDIN","male"
"U.KARYONO","male"
"M. SALIM GINTING","male"
"SUKAESIH","female"
"IDA FARIDA","female"
"NOVIE VIVI FESTY RUNGKAT","female"
"SURIANI Q TAKDIR","female"
